folder,pdf_name,pdf_path,iccd_code,csv_index,id_scheda_originale,png_name,png_path,status
umbria/1000228661_TR_Avigliano Umbro_EDANN_padiglione,1000228661_EDANN_padiglione.pdf,0.original_foto_schede/umbria/1000228661_TR_Avigliano Umbro_EDANN_padiglione/1000228661_EDANN_padiglione.pdf,1000228661,6054,3f05f86a-4a1e-48ee-b884-0bcaff4512c2,3f05f86a-4a1e-48ee-b884-0bcaff4512c2.png,1.output_png_schede/3f05f86a-4a1e-48ee-b884-0bcaff4512c2.png,exported
umbria/1000228730_Castiglione Lago_COM_Corte rurale aperta,Collelungo_COM_corte rurale aperta.pdf,0.original_foto_schede/umbria/1000228730_Castiglione Lago_COM_Corte rurale aperta/Collelungo_COM_corte rurale aperta.pdf,1000228730,26068,f14a8eac-61cb-461b-a99d-8e59bfac223b,f14a8eac-61cb-461b-a99d-8e59bfac223b.png,1.output_png_schede/f14a8eac-61cb-461b-a99d-8e59bfac223b.png,exported
umbria/1000228747_Todi_scala esterna_Casa Mandreola,1000228747_Todi_scala esterna_Casa Mandreola.pdf,0.original_foto_schede/umbria/1000228747_Todi_scala esterna_Casa Mandreola/1000228747_Todi_scala esterna_Casa Mandreola.pdf,1000228747,6083,f089a27d-3359-4b76-bc80-6fb29fe5516e,f089a27d-3359-4b76-bc80-6fb29fe5516e.png,1.output_png_schede/f089a27d-3359-4b76-bc80-6fb29fe5516e.png,exported
umbria/1000228779_TR_Avigliano Umbro_EDSING_scala esterna,Avigliano Umbro_EDSING_scala esterna.pdf,0.original_foto_schede/umbria/1000228779_TR_Avigliano Umbro_EDSING_scala esterna/Avigliano Umbro_EDSING_scala esterna.pdf,1000228779,6104,5aa2239b-19c4-42b4-b42d-208ac42d79a4,5aa2239b-19c4-42b4-b42d-208ac42d79a4.png,1.output_png_schede/5aa2239b-19c4-42b4-b42d-208ac42d79a4.png,exported
umbria/1000229028_Gualdo Tadino_EDSING_scala esterna_Col di Golfo,1000229028_Gualdo Tadino_EDSING_scala esterna_Col di Golfo.pdf,0.original_foto_schede/umbria/1000229028_Gualdo Tadino_EDSING_scala esterna_Col di Golfo/1000229028_Gualdo Tadino_EDSING_scala esterna_Col di Golfo.pdf,1000229028,3713,6b8482d8-3ab9-42e2-8051-106d3514abe6,6b8482d8-3ab9-42e2-8051-106d3514abe6.png,1.output_png_schede/6b8482d8-3ab9-42e2-8051-106d3514abe6.png,exported
umbria/1000229043_Fossato di Vico_EDANN_casale_Fornace,1000229043_Fossato di Vico_EDANN_casale_Fornace.pdf,0.original_foto_schede/umbria/1000229043_Fossato di Vico_EDANN_casale_Fornace/1000229043_Fossato di Vico_EDANN_casale_Fornace.pdf,1000229043,5922,1404af67-0424-48c0-a693-7378663fa09b,1404af67-0424-48c0-a693-7378663fa09b.png,1.output_png_schede/1404af67-0424-48c0-a693-7378663fa09b.png,exported
umbria/1000229118_Montegabbione_EDANN_scalaesterna,Casa Vecchia_EDANN_casa a scala esterna.pdf,0.original_foto_schede/umbria/1000229118_Montegabbione_EDANN_scalaesterna/Casa Vecchia_EDANN_casa a scala esterna.pdf,1000229118,11942,64dd18d9-fe08-4151-a8b9-ac49cee5a71f,64dd18d9-fe08-4151-a8b9-ac49cee5a71f.png,1.output_png_schede/64dd18d9-fe08-4151-a8b9-ac49cee5a71f.png,exported
umbria/1000229201_Scheggia a Pascelupo_EDSING_scala esterna_Forca Lupara,1000229201_Scheggia a Pascelupo_EDSING_scala esterna_Forca Lupara.pdf,0.original_foto_schede/umbria/1000229201_Scheggia a Pascelupo_EDSING_scala esterna_Forca Lupara/1000229201_Scheggia a Pascelupo_EDSING_scala esterna_Forca Lupara.pdf,1000229201,21318,7940f33c-992c-4764-8029-c35de508987f,7940f33c-992c-4764-8029-c35de508987f.png,1.output_png_schede/7940f33c-992c-4764-8029-c35de508987f.png,exported
umbria/1000229203_Sigillo_EDSING_scala esterna_S.Maria,1000229203_Sigillo_EDSING_scala esterna_S.Maria.pdf,0.original_foto_schede/umbria/1000229203_Sigillo_EDSING_scala esterna_S.Maria/1000229203_Sigillo_EDSING_scala esterna_S.Maria.pdf,1000229203,1625,91191664-e7bb-4a8d-ad0e-d6e56cde829b,91191664-e7bb-4a8d-ad0e-d6e56cde829b.png,1.output_png_schede/91191664-e7bb-4a8d-ad0e-d6e56cde829b.png,exported
umbria/1000229226_Gubbio_EDING_scala esterna_Val di Sasso,1000229226_Gubbio_EDING_scala esterna_Val di Sasso.pdf,0.original_foto_schede/umbria/1000229226_Gubbio_EDING_scala esterna_Val di Sasso/1000229226_Gubbio_EDING_scala esterna_Val di Sasso.pdf,,,,,,no_matching_iccd_code
umbria/1000229244_Gubbio_EDANN_scala estrna_Ponte di ferro,1000229244_Gubbio_EDANN_scala estrna_Ponte di ferro.pdf,0.original_foto_schede/umbria/1000229244_Gubbio_EDANN_scala estrna_Ponte di ferro/1000229244_Gubbio_EDANN_scala estrna_Ponte di ferro.pdf,1000229244,8089,0092caaa-f4cc-4c17-8bc5-e20cbe059637,0092caaa-f4cc-4c17-8bc5-e20cbe059637.png,1.output_png_schede/0092caaa-f4cc-4c17-8bc5-e20cbe059637.png,exported
umbria/1000229273_Spello_EDANN_scala esterna_Trinita,1000229273_Spello_EDANN_scala esterna_Trinita.pdf,0.original_foto_schede/umbria/1000229273_Spello_EDANN_scala esterna_Trinita/1000229273_Spello_EDANN_scala esterna_Trinita.pdf,1000229273,30829,e692307b-c8fa-450f-aee0-c16c7f252690,e692307b-c8fa-450f-aee0-c16c7f252690.png,1.output_png_schede/e692307b-c8fa-450f-aee0-c16c7f252690.png,exported
umbria/1000229441_Gubbio_EDANN_scala esterna_casa Ponte,1000229441_Gubbio_EDANN_scala esterna_casa Ponte.pdf,0.original_foto_schede/umbria/1000229441_Gubbio_EDANN_scala esterna_casa Ponte/1000229441_Gubbio_EDANN_scala esterna_casa Ponte.pdf,1000229441,30426,ab292c7e-31d3-4631-be77-a1a6065aac82,ab292c7e-31d3-4631-be77-a1a6065aac82.png,1.output_png_schede/ab292c7e-31d3-4631-be77-a1a6065aac82.png,exported
umbria/1000237567_TR_Montefranco_EDSING_scala esterna_Macelleto,1000237567_TR_Montefranco_EDSING_scala esterna_Macelleto.pdf,0.original_foto_schede/umbria/1000237567_TR_Montefranco_EDSING_scala esterna_Macelleto/1000237567_TR_Montefranco_EDSING_scala esterna_Macelleto.pdf,1000237567,30120,08ebab92-b104-499d-b1d5-f32a66ee53a6,08ebab92-b104-499d-b1d5-f32a66ee53a6.png,1.output_png_schede/08ebab92-b104-499d-b1d5-f32a66ee53a6.png,exported
umbria/1000237619_Spoleto_EDSING_padiglione_Mane,1000237619_Spoleto_EDSING_padiglione_Mane.pdf,0.original_foto_schede/umbria/1000237619_Spoleto_EDSING_padiglione_Mane/1000237619_Spoleto_EDSING_padiglione_Mane.pdf,1000237619,36805,97a4681a-a5cf-4608-9387-d33cf061dd48,97a4681a-a5cf-4608-9387-d33cf061dd48.png,1.output_png_schede/97a4681a-a5cf-4608-9387-d33cf061dd48.png,exported
umbria/1000237621_Spoleto_EDANN_casa con torre_Mogliano,1000237621_Spoleto_EDANN_casa con torre_Mogliano.pdf,0.original_foto_schede/umbria/1000237621_Spoleto_EDANN_casa con torre_Mogliano/1000237621_Spoleto_EDANN_casa con torre_Mogliano.pdf,1000237621,36912,ca9e334c-226f-4ea3-ba52-4110d5cb1549,ca9e334c-226f-4ea3-ba52-4110d5cb1549.png,1.output_png_schede/ca9e334c-226f-4ea3-ba52-4110d5cb1549.png,exported
umbria/1000237642_Spoleto_EDANN_casolare_S Antonio,1000237642_Spoleto_EDANN_casolare_S Antonio.pdf,0.original_foto_schede/umbria/1000237642_Spoleto_EDANN_casolare_S Antonio/1000237642_Spoleto_EDANN_casolare_S Antonio.pdf,1000237642,32805,f371d180-aca4-4804-9efe-ca85cbc6b247,f371d180-aca4-4804-9efe-ca85cbc6b247.png,1.output_png_schede/f371d180-aca4-4804-9efe-ca85cbc6b247.png,exported
umbria/1000237655_Spoleto_EDANN_scala esterna_Trignano,1000237655_Spoleto_EDANN_scala esterna_Trignano.pdf,0.original_foto_schede/umbria/1000237655_Spoleto_EDANN_scala esterna_Trignano/1000237655_Spoleto_EDANN_scala esterna_Trignano.pdf,1000237655,34256,5dbb0ef7-1517-4dde-93e1-43b05fc0f192,5dbb0ef7-1517-4dde-93e1-43b05fc0f192.png,1.output_png_schede/5dbb0ef7-1517-4dde-93e1-43b05fc0f192.png,exported
umbria/1000237665_Tuoro Trasimeno_EDANN_scala esterna_Casa Valromana,PG_Tuoro_Sul_Trasimeno_Casa_Val_Romana_Eidotipo.pdf,0.original_foto_schede/umbria/1000237665_Tuoro Trasimeno_EDANN_scala esterna_Casa Valromana/PG_Tuoro_Sul_Trasimeno_Casa_Val_Romana_Eidotipo.pdf,,,,,,no_matching_iccd_code
umbria/1000237687_Spoleto_EDSING_scala esterna coperta loggia_Del Rio,1000237687_Spoleto_EDSING_scala esterna_Del Rio.pdf,0.original_foto_schede/umbria/1000237687_Spoleto_EDSING_scala esterna coperta loggia_Del Rio/1000237687_Spoleto_EDSING_scala esterna_Del Rio.pdf,1000237687,37753,a1405799-5d60-4370-9ba0-494d1729cbe3,a1405799-5d60-4370-9ba0-494d1729cbe3.png,1.output_png_schede/a1405799-5d60-4370-9ba0-494d1729cbe3.png,exported
umbria/1000237692_Spoleto_EDANN_casolare_Pecchioli,1000237692_Spoleto_EDANN_casolare_Pecchioli_II.pdf,0.original_foto_schede/umbria/1000237692_Spoleto_EDANN_casolare_Pecchioli/1000237692_Spoleto_EDANN_casolare_Pecchioli_II.pdf,1000237692,38066,a5eb2291-a801-462f-b59c-c31067690654,a5eb2291-a801-462f-b59c-c31067690654.png,1.output_png_schede/a5eb2291-a801-462f-b59c-c31067690654.png,exported
umbria/1000237693_Spoleto_EDSING_padiglione_Biagi,1000237693_Spoleto_EDSING_padiglione_Biagi.pdf,0.original_foto_schede/umbria/1000237693_Spoleto_EDSING_padiglione_Biagi/1000237693_Spoleto_EDSING_padiglione_Biagi.pdf,1000237693,38050,ed90b036-f6df-4b61-8be4-0422b43ec8f3,ed90b036-f6df-4b61-8be4-0422b43ec8f3.png,1.output_png_schede/ed90b036-f6df-4b61-8be4-0422b43ec8f3.png,exported
umbria/1000237696_Spoleto_EDANN_scala esterna_Mattei,1000237696_Spoleto_EDANN_scala esterna_Mattei.pdf,0.original_foto_schede/umbria/1000237696_Spoleto_EDANN_scala esterna_Mattei/1000237696_Spoleto_EDANN_scala esterna_Mattei.pdf,1000237696,38178,3e1330d2-1f11-4a38-b1b1-f9f87e227fd9,3e1330d2-1f11-4a38-b1b1-f9f87e227fd9.png,1.output_png_schede/3e1330d2-1f11-4a38-b1b1-f9f87e227fd9.png,exported
umbria/1000237699_Spoleto_EDANN_casa con torre_Palazzaccio,1000237642_Spoleto_EDANN_casolare_S Antonio.pdf,0.original_foto_schede/umbria/1000237699_Spoleto_EDANN_casa con torre_Palazzaccio/1000237642_Spoleto_EDANN_casolare_S Antonio.pdf,1000237642,32805,f371d180-aca4-4804-9efe-ca85cbc6b247,f371d180-aca4-4804-9efe-ca85cbc6b247.png,1.output_png_schede/f371d180-aca4-4804-9efe-ca85cbc6b247.png,already_exists
umbria/1000237700_Spoleto_EDANN_scala estena_Maiano,1000237700_Spoleto_EDANN_scala estena_Maiano.pdf,0.original_foto_schede/umbria/1000237700_Spoleto_EDANN_scala estena_Maiano/1000237700_Spoleto_EDANN_scala estena_Maiano.pdf,1000237700,38227,4a5e7640-93bf-423b-b858-a0d599a01af7,4a5e7640-93bf-423b-b858-a0d599a01af7.png,1.output_png_schede/4a5e7640-93bf-423b-b858-a0d599a01af7.png,exported
umbria/1000237701_Spoleto_EDANN_scala esterna_Terraia,1000237701_Spoleto_EDANN_scala esterna_Terraia.pdf,0.original_foto_schede/umbria/1000237701_Spoleto_EDANN_scala esterna_Terraia/1000237701_Spoleto_EDANN_scala esterna_Terraia.pdf,1000237701,33573,d4975d11-9230-42b0-9c45-24e548ac63bd,d4975d11-9230-42b0-9c45-24e548ac63bd.png,1.output_png_schede/d4975d11-9230-42b0-9c45-24e548ac63bd.png,exported
umbria/1000237705_Umbertide_casa a padiglione_Podernovo,PG_Umbertide_Podernovo_Eidotipo.pdf,0.original_foto_schede/umbria/1000237705_Umbertide_casa a padiglione_Podernovo/PG_Umbertide_Podernovo_Eidotipo.pdf,,,,,,no_matching_iccd_code
umbria/1000237820_Assisi_EDSING_padiglione_Il Colle,1000237820_Assisi_EDSING_padiglione_Il Colle.pdf,0.original_foto_schede/umbria/1000237820_Assisi_EDSING_padiglione_Il Colle/1000237820_Assisi_EDSING_padiglione_Il Colle.pdf,1000237820,39213,f995777c-4e6c-4cdd-870b-3b486f93ff75,f995777c-4e6c-4cdd-870b-3b486f93ff75.png,1.output_png_schede/f995777c-4e6c-4cdd-870b-3b486f93ff75.png,exported
umbria/1000237844_Nocera Umbria_EDANN_scala esterna_Bartecchio,1000237844_Nocera Umbria_EDANN_scala esterna_Bartecchio.pdf,0.original_foto_schede/umbria/1000237844_Nocera Umbria_EDANN_scala esterna_Bartecchio/1000237844_Nocera Umbria_EDANN_scala esterna_Bartecchio.pdf,1000237844,39231,2d537705-6068-4836-978d-67c2473bdc68,2d537705-6068-4836-978d-67c2473bdc68.png,1.output_png_schede/2d537705-6068-4836-978d-67c2473bdc68.png,exported
umbria/Abbandono/1000228594_Giano dell_Umbria_EDSING_scala esterna_Borgale,1000228594_Giano dell_Umbria_EDSING_scala esterna_Borgale.pdf,0.original_foto_schede/umbria/Abbandono/1000228594_Giano dell_Umbria_EDSING_scala esterna_Borgale/1000228594_Giano dell_Umbria_EDSING_scala esterna_Borgale.pdf,1000228594,2198,1bccdead-5869-4539-b027-399ac6e6d97f,1bccdead-5869-4539-b027-399ac6e6d97f.png,1.output_png_schede/1bccdead-5869-4539-b027-399ac6e6d97f.png,exported
umbria/Abbandono/1000228808_TR_Castel Giorgio EDANN_scala esterna_Monachio,1000228808_TR_Castel Giorgio EDANN_scala esterna_Monachio.pdf,0.original_foto_schede/umbria/Abbandono/1000228808_TR_Castel Giorgio EDANN_scala esterna_Monachio/1000228808_TR_Castel Giorgio EDANN_scala esterna_Monachio.pdf,1000228808,6143,d2ab0fd0-84e7-402f-9a31-2a1c03155be0,d2ab0fd0-84e7-402f-9a31-2a1c03155be0.png,1.output_png_schede/d2ab0fd0-84e7-402f-9a31-2a1c03155be0.png,exported
umbria/Abbandono/1000229062_Gualdo Tadino_EDSING_scala esterna_Casella Totila,1000229062_Gualdo Tadino_EDSING_scala esterna_Casella Totila.pdf,0.original_foto_schede/umbria/Abbandono/1000229062_Gualdo Tadino_EDSING_scala esterna_Casella Totila/1000229062_Gualdo Tadino_EDSING_scala esterna_Casella Totila.pdf,1000229062,587,9c9b7350-0325-4bdf-8f0a-9424619846a2,9c9b7350-0325-4bdf-8f0a-9424619846a2.png,1.output_png_schede/9c9b7350-0325-4bdf-8f0a-9424619846a2.png,exported
umbria/Abbandono/1000229081_Fossato di Vico_EDSING_casolare_Avacelli,1000229081_Fossato di Vico_EDSING_casolare_Avacelli.pdf,0.original_foto_schede/umbria/Abbandono/1000229081_Fossato di Vico_EDSING_casolare_Avacelli/1000229081_Fossato di Vico_EDSING_casolare_Avacelli.pdf,1000229081,1042,98d53f64-34a2-4e74-88fb-caa4813d0703,98d53f64-34a2-4e74-88fb-caa4813d0703.png,1.output_png_schede/98d53f64-34a2-4e74-88fb-caa4813d0703.png,exported
umbria/Abbandono/1000237622_Spoleto_EDSING_casolare_Flaminia,1000237622_Spoleto_EDSING_casolare_Flaminia.pdf,0.original_foto_schede/umbria/Abbandono/1000237622_Spoleto_EDSING_casolare_Flaminia/1000237622_Spoleto_EDSING_casolare_Flaminia.pdf,1000237622,27402,a814f6a0-8835-45af-8a55-f2267f2ef7e7,a814f6a0-8835-45af-8a55-f2267f2ef7e7.png,1.output_png_schede/a814f6a0-8835-45af-8a55-f2267f2ef7e7.png,exported
umbria/Restaurato/1000237815_Assisi_EDSING_scala esterna_Canonica,1000237815_Assisi_EDSING_scala esterna_Canonica.pdf,0.original_foto_schede/umbria/Restaurato/1000237815_Assisi_EDSING_scala esterna_Canonica/1000237815_Assisi_EDSING_scala esterna_Canonica.pdf,1000237815,39174,8f7d7a47-9176-4f48-af86-7721b893b19b,8f7d7a47-9176-4f48-af86-7721b893b19b.png,1.output_png_schede/8f7d7a47-9176-4f48-af86-7721b893b19b.png,exported
umbria/Restaurato/1000237828_Assisi_EDANN_padiglione_Sabatini,1000237828_Assisi_EDANN_padiglione_Sabatini.pdf,0.original_foto_schede/umbria/Restaurato/1000237828_Assisi_EDANN_padiglione_Sabatini/1000237828_Assisi_EDANN_padiglione_Sabatini.pdf,1000237828,39225,c8c74172-ef9d-4a9b-bcb1-9e719dd25a25,c8c74172-ef9d-4a9b-bcb1-9e719dd25a25.png,1.output_png_schede/c8c74172-ef9d-4a9b-bcb1-9e719dd25a25.png,exported
val_aosta/0200008333_Morgex_EDSIN_casa rurale di montagna,0200008333_Morgex_EDSIN_casa rurale di montagna.pdf,0.original_foto_schede/val_aosta/0200008333_Morgex_EDSIN_casa rurale di montagna/0200008333_Morgex_EDSIN_casa rurale di montagna.pdf,0200008333,2257,09a154b5-ff99-4488-87e8-9b3939bcdf8f,09a154b5-ff99-4488-87e8-9b3939bcdf8f.png,1.output_png_schede/09a154b5-ff99-4488-87e8-9b3939bcdf8f.png,exported
val_aosta/0200008469_Torgnon_casa alpina,0200008469_casa alpina.pdf,0.original_foto_schede/val_aosta/0200008469_Torgnon_casa alpina/0200008469_casa alpina.pdf,0200008469,2310,877b39ef-94f2-4c4a-936a-dcb2f0c50116,877b39ef-94f2-4c4a-936a-dcb2f0c50116.png,1.output_png_schede/877b39ef-94f2-4c4a-936a-dcb2f0c50116.png,exported
val_aosta/0200008624_Gignod_Frazione Champ Lorensal_EDSING_rurale montagna,Gignod_Frazione Champ Lorensal_EDSING_rurale montagna.pdf,0.original_foto_schede/val_aosta/0200008624_Gignod_Frazione Champ Lorensal_EDSING_rurale montagna/Gignod_Frazione Champ Lorensal_EDSING_rurale montagna.pdf,0200008624,2732,5a0ec71b-4b44-4364-a1c0-911b83e3e7b7,5a0ec71b-4b44-4364-a1c0-911b83e3e7b7.png,1.output_png_schede/5a0ec71b-4b44-4364-a1c0-911b83e3e7b7.png,exported
val_aosta/0200008694_Valsavarenche_Frazione Tignet_EDSING_rurale montagna,Valsavarenche_Frazione Tignet_EDSING_rurale montagna.pdf,0.original_foto_schede/val_aosta/0200008694_Valsavarenche_Frazione Tignet_EDSING_rurale montagna/Valsavarenche_Frazione Tignet_EDSING_rurale montagna.pdf,0200008694,2824,389b9e76-75ea-45d1-9ec9-1a524dbc2a32,389b9e76-75ea-45d1-9ec9-1a524dbc2a32.png,1.output_png_schede/389b9e76-75ea-45d1-9ec9-1a524dbc2a32.png,exported
val_aosta/0200008757_ Valgrisenche_Frazione Gerbelle_EDSING_rurale montagna,Valgrisenche_Frazione Gerbelle_EDSING_rurale montagna.pdf,0.original_foto_schede/val_aosta/0200008757_ Valgrisenche_Frazione Gerbelle_EDSING_rurale montagna/Valgrisenche_Frazione Gerbelle_EDSING_rurale montagna.pdf,0200008757,22302,a2e31d43-0617-4c98-ba05-1b8393ebb057,a2e31d43-0617-4c98-ba05-1b8393ebb057.png,1.output_png_schede/a2e31d43-0617-4c98-ba05-1b8393ebb057.png,exported
val_aosta/0200008795_Gressan_EDSIG_Walser,0200008795_Gressan_EDSIG_Walser.pdf,0.original_foto_schede/val_aosta/0200008795_Gressan_EDSIG_Walser/0200008795_Gressan_EDSIG_Walser.pdf,0200008795,39735,14fb5f4a-6b78-48b5-a4e9-e01714e9fc6a,14fb5f4a-6b78-48b5-a4e9-e01714e9fc6a.png,1.output_png_schede/14fb5f4a-6b78-48b5-a4e9-e01714e9fc6a.png,exported
val_aosta/0200008810_Valtournenche_Frazione Valmartin_EDSIG_Walser,0200008810_Valtournenche_Frazione Valmartin_EDSIG_Walser.pdf,0.original_foto_schede/val_aosta/0200008810_Valtournenche_Frazione Valmartin_EDSIG_Walser/0200008810_Valtournenche_Frazione Valmartin_EDSIG_Walser.pdf,0200008810,21912,2faeb311-d93a-402a-8edb-0fc5f231cb36,2faeb311-d93a-402a-8edb-0fc5f231cb36.png,1.output_png_schede/2faeb311-d93a-402a-8edb-0fc5f231cb36.png,exported
val_aosta/0200008849_Donnes_alpeggio,0200008849_Donnes_alpeggio.pdf,0.original_foto_schede/val_aosta/0200008849_Donnes_alpeggio/0200008849_Donnes_alpeggio.pdf,0200008849,26551,9ee29bb2-84e4-4eee-98c4-914085305052,9ee29bb2-84e4-4eee-98c4-914085305052.png,1.output_png_schede/9ee29bb2-84e4-4eee-98c4-914085305052.png,exported
val_aosta/0200008853_Donnes_alpeggio,AO_DONNAS_BORGO.pdf,0.original_foto_schede/val_aosta/0200008853_Donnes_alpeggio/AO_DONNAS_BORGO.pdf,,,,,,no_matching_iccd_code
val_aosta/0200008854_Donnes_alpeggio,0200008854_Donnes_alpeggio.pdf,0.original_foto_schede/val_aosta/0200008854_Donnes_alpeggio/0200008854_Donnes_alpeggio.pdf,0200008854,21264,d41fc78c-ced9-4fd7-88ff-4da479207529,d41fc78c-ced9-4fd7-88ff-4da479207529.png,1.output_png_schede/d41fc78c-ced9-4fd7-88ff-4da479207529.png,exported
"val_aosta/0200008984_Antey-Saint-Andrè,_EDSIG_Walser","0200008984_Antey-Saint-Andrè,_EDSIG_Walser.pdf","0.original_foto_schede/val_aosta/0200008984_Antey-Saint-Andrè,_EDSIG_Walser/0200008984_Antey-Saint-Andrè,_EDSIG_Walser.pdf",0200008984,5421,f5892b7c-c1a0-47ec-b146-a039c9c6ee88,f5892b7c-c1a0-47ec-b146-a039c9c6ee88.png,1.output_png_schede/f5892b7c-c1a0-47ec-b146-a039c9c6ee88.png,exported
val_aosta/0200008987_Chamois_EDSIG_Walser,0200008987_Chamois_EDSIG_Walser.pdf,0.original_foto_schede/val_aosta/0200008987_Chamois_EDSIG_Walser/0200008987_Chamois_EDSIG_Walser.pdf,0200008987,31191,402ef173-82df-4dfa-b9ae-d26f67ad7eac,402ef173-82df-4dfa-b9ae-d26f67ad7eac.png,1.output_png_schede/402ef173-82df-4dfa-b9ae-d26f67ad7eac.png,exported
val_aosta/0200008991_Chamois_Rascard d_Antan_EDSIG_Walser,0200008991_Chamois_Rascard d_Antan_EDSIG_Walser.pdf,0.original_foto_schede/val_aosta/0200008991_Chamois_Rascard d_Antan_EDSIG_Walser/0200008991_Chamois_Rascard d_Antan_EDSIG_Walser.pdf,,,,,,no_matching_iccd_code
val_aosta/0200008998_Chamois_EDSIG_Walser,0200008998_Chamois_EDSIG_Walser.pdf,0.original_foto_schede/val_aosta/0200008998_Chamois_EDSIG_Walser/0200008998_Chamois_EDSIG_Walser.pdf,,,,,,no_matching_iccd_code
val_aosta/0200009006_Antey-Saint-Andrè_Frazione Fiernaz_EDSIG_Walser,0200009006_Antey-Saint-Andrè_Frazione Fiernaz_EDSIG_Walser.pdf,0.original_foto_schede/val_aosta/0200009006_Antey-Saint-Andrè_Frazione Fiernaz_EDSIG_Walser/0200009006_Antey-Saint-Andrè_Frazione Fiernaz_EDSIG_Walser.pdf,0200009006,31248,4c5bcb6d-2cf5-4bca-8276-1a2a32eef91d,4c5bcb6d-2cf5-4bca-8276-1a2a32eef91d.png,1.output_png_schede/4c5bcb6d-2cf5-4bca-8276-1a2a32eef91d.png,exported
val_aosta/0200009063_Valgrisenche_Frazione Gerbelle_EDSING_rurale montagna,0200009063_Valgrisenche_Frazione Gerbelle_EDSING_rurale montagna.pdf,0.original_foto_schede/val_aosta/0200009063_Valgrisenche_Frazione Gerbelle_EDSING_rurale montagna/0200009063_Valgrisenche_Frazione Gerbelle_EDSING_rurale montagna.pdf,0200009063,32410,aef134e6-0b3d-499b-beb4-6a24c066ebfd,aef134e6-0b3d-499b-beb4-6a24c066ebfd.png,1.output_png_schede/aef134e6-0b3d-499b-beb4-6a24c066ebfd.png,exported
val_aosta/0200009076_Valgrisenche_EDSIN_rurale montagna,0200009076_Valgrisenche_EDSIN_rurale montagna.pdf,0.original_foto_schede/val_aosta/0200009076_Valgrisenche_EDSIN_rurale montagna/0200009076_Valgrisenche_EDSIN_rurale montagna.pdf,0200009076,42797,fd3dd90e-ad4d-4d7d-b012-721758fedb1b,fd3dd90e-ad4d-4d7d-b012-721758fedb1b.png,1.output_png_schede/fd3dd90e-ad4d-4d7d-b012-721758fedb1b.png,exported
val_aosta/0200009087_Sarre_EDANN_casa a ballatoio,Sarre_EDANN_casa a ballatoio.pdf,0.original_foto_schede/val_aosta/0200009087_Sarre_EDANN_casa a ballatoio/Sarre_EDANN_casa a ballatoio.pdf,0200009087,33555,479b8049-ec61-4b57-9edd-ca9942e946bf,479b8049-ec61-4b57-9edd-ca9942e946bf.png,1.output_png_schede/479b8049-ec61-4b57-9edd-ca9942e946bf.png,exported
val_aosta/0200009096_Saint-Rhémy-en-Bosses_EDA_casa alpina_Maison Jacquin,"Maison Jacquin, EDIFICIO SINGOLO, casa alpina.pdf","0.original_foto_schede/val_aosta/0200009096_Saint-Rhémy-en-Bosses_EDA_casa alpina_Maison Jacquin/Maison Jacquin, EDIFICIO SINGOLO, casa alpina.pdf",0200009096,33966,93cf5bc9-b93f-4299-a97e-14ee01ad8387,93cf5bc9-b93f-4299-a97e-14ee01ad8387.png,1.output_png_schede/93cf5bc9-b93f-4299-a97e-14ee01ad8387.png,exported
val_aosta/0200009164_Torgnon_EDANN_Musée Petit Monde_Walser,0200009164_Torgnon_EDANN_Walser.pdf,0.original_foto_schede/val_aosta/0200009164_Torgnon_EDANN_Musée Petit Monde_Walser/0200009164_Torgnon_EDANN_Walser.pdf,0200009164,32316,67f393eb-75ec-42fd-b24d-24affb8d2056,67f393eb-75ec-42fd-b24d-24affb8d2056.png,1.output_png_schede/67f393eb-75ec-42fd-b24d-24affb8d2056.png,exported
"val_aosta/0200009207_Grand-Rhun, Saint-Vincent_EDSIND_casa Walser","0200009207_Grand-Rhun, Saint-Vincent_EDSIND_casa Walser.pdf","0.original_foto_schede/val_aosta/0200009207_Grand-Rhun, Saint-Vincent_EDSIND_casa Walser/0200009207_Grand-Rhun, Saint-Vincent_EDSIND_casa Walser.pdf",0200009207,43708,29c5eb24-bc65-4048-bdf6-75e290117b41,29c5eb24-bc65-4048-bdf6-75e290117b41.png,1.output_png_schede/29c5eb24-bc65-4048-bdf6-75e290117b41.png,exported
veneto/casone1,casone1.pdf,0.original_foto_schede/veneto/casone1/casone1.pdf,0500745783,42642,e397243c-e1bd-4fc9-8136-c4085786a533,e397243c-e1bd-4fc9-8136-c4085786a533.png,1.output_png_schede/e397243c-e1bd-4fc9-8136-c4085786a533.png,exported
veneto/casone2,casone2.pdf,0.original_foto_schede/veneto/casone2/casone2.pdf,0500739532,43628,96ace98f-9aa4-4ab3-b137-114ffc2d75a9,96ace98f-9aa4-4ab3-b137-114ffc2d75a9.png,1.output_png_schede/96ace98f-9aa4-4ab3-b137-114ffc2d75a9.png,exported
