folder,pdf_name,pdf_path,iccd_code,csv_index,id_scheda_originale,pdf_png_name,pdf_png_path,pdf_status,image_candidates,selected_image_name,selected_image_path,random_image_name,random_image_path,image_status,status
abruzzo/1300309704_CH_Ortona_EDSING_scala est_Masseria Berardi,1300309704_CH_Ortona_EDSING_scala est_Masseria Berardi.pdf,0.original_foto_schede/abruzzo/1300309704_CH_Ortona_EDSING_scala est_Masseria Berardi/1300309704_CH_Ortona_EDSING_scala est_Masseria Berardi.pdf,1300309704,6994,6d183a01-cb70-45c7-8a14-530f8670b5ce,6d183a01-cb70-45c7-8a14-530f8670b5ce.png,1.output_png_schede/6d183a01-cb70-45c7-8a14-530f8670b5ce.png,already_exists,6,CH_Ortona_MasseriaBerardi_facciataSudOvest.jpg,0.original_foto_schede/abruzzo/1300309704_CH_Ortona_EDSING_scala est_Masseria Berardi/CH_Ortona_MasseriaBerardi_facciataSudOvest.jpg,6d183a01-cb70-45c7-8a14-530f8670b5ce.jpg,2.output_images_random/6d183a01-cb70-45c7-8a14-530f8670b5ce.jpg,copied,matched
abruzzo/1300309779_PE_Mosciano Sant_Angelo_EDNN_scala esterna coperta,"Mosciano_Masseria Tattoni, _EDANN_casa scala esterna.pdf","0.original_foto_schede/abruzzo/1300309779_PE_Mosciano Sant_Angelo_EDNN_scala esterna coperta/Mosciano_Masseria Tattoni, _EDANN_casa scala esterna.pdf",,,,,,,0,,,,,,no_matching_iccd_code
abruzzo/1300310044_AQ_Balsorano_EDSING_casa pendio_Alfonsi,1300310044_AQ_Balsorano_EDSING_casa pendio_Alfonsi.pdf,0.original_foto_schede/abruzzo/1300310044_AQ_Balsorano_EDSING_casa pendio_Alfonsi/1300310044_AQ_Balsorano_EDSING_casa pendio_Alfonsi.pdf,1300310044,7320,73c1a68c-2463-4368-8601-caf96d07678f,73c1a68c-2463-4368-8601-caf96d07678f.png,1.output_png_schede/73c1a68c-2463-4368-8601-caf96d07678f.png,already_exists,4,AQ_Balsorano_Casa_Alfonsi_parete_sudest.jpg,0.original_foto_schede/abruzzo/1300310044_AQ_Balsorano_EDSING_casa pendio_Alfonsi/AQ_Balsorano_Casa_Alfonsi_parete_sudest.jpg,73c1a68c-2463-4368-8601-caf96d07678f.jpg,2.output_images_random/73c1a68c-2463-4368-8601-caf96d07678f.jpg,copied,matched
abruzzo/1300310088_CH_Casoli_EDSING_scala est,1300310088_CH_Casoli_EDSING_scala est.pdf,0.original_foto_schede/abruzzo/1300310088_CH_Casoli_EDSING_scala est/1300310088_CH_Casoli_EDSING_scala est.pdf,1300310088,7344,6ad295a2-8456-478d-8919-5f3f134d8a77,6ad295a2-8456-478d-8919-5f3f134d8a77.png,1.output_png_schede/6ad295a2-8456-478d-8919-5f3f134d8a77.png,already_exists,7,CH_Casoli_Contrada_Guerenna_Nuova (3)_prospetto_SO_SE_contesto.jpg,0.original_foto_schede/abruzzo/1300310088_CH_Casoli_EDSING_scala est/CH_Casoli_Contrada_Guerenna_Nuova (3)_prospetto_SO_SE_contesto.jpg,6ad295a2-8456-478d-8919-5f3f134d8a77.jpg,2.output_images_random/6ad295a2-8456-478d-8919-5f3f134d8a77.jpg,copied,matched
abruzzo/1300310328_PE_Penne_EDSING_casa pendio_Formica2,1300310328_PE_Penne_EDSING_casa pendio_Formica2.pdf,0.original_foto_schede/abruzzo/1300310328_PE_Penne_EDSING_casa pendio_Formica2/1300310328_PE_Penne_EDSING_casa pendio_Formica2.pdf,1300310328,24581,bbd50aa9-fd4e-4ba6-8e18-05db10aa7726,bbd50aa9-fd4e-4ba6-8e18-05db10aa7726.png,1.output_png_schede/bbd50aa9-fd4e-4ba6-8e18-05db10aa7726.png,already_exists,6,1_PE_Penne_Contrada_Colle_Formica (2)_prospetto_NE_contesto.JPG,0.original_foto_schede/abruzzo/1300310328_PE_Penne_EDSING_casa pendio_Formica2/1_PE_Penne_Contrada_Colle_Formica (2)_prospetto_NE_contesto.JPG,bbd50aa9-fd4e-4ba6-8e18-05db10aa7726.jpg,2.output_images_random/bbd50aa9-fd4e-4ba6-8e18-05db10aa7726.jpg,copied,matched
abruzzo/1300310329_PE_Penne_EDSING_casolare_Formica3,1300310329_PE_Penne_EDSING_casolare_Formica2.pdf,0.original_foto_schede/abruzzo/1300310329_PE_Penne_EDSING_casolare_Formica3/1300310329_PE_Penne_EDSING_casolare_Formica2.pdf,1300310329,24612,e9d4ff11-ecea-4f5f-94d7-32668d4de9b0,e9d4ff11-ecea-4f5f-94d7-32668d4de9b0.png,1.output_png_schede/e9d4ff11-ecea-4f5f-94d7-32668d4de9b0.png,already_exists,7,4_PE_Penne_Contrada_Formica (3)_prospetto_NO.JPG,0.original_foto_schede/abruzzo/1300310329_PE_Penne_EDSING_casolare_Formica3/4_PE_Penne_Contrada_Formica (3)_prospetto_NO.JPG,e9d4ff11-ecea-4f5f-94d7-32668d4de9b0.jpg,2.output_images_random/e9d4ff11-ecea-4f5f-94d7-32668d4de9b0.jpg,copied,matched
abruzzo/1300310587_TE_Notaresco_EDANN_casa,1300310587_TE_Notaresco_EDANN_casa.pdf,0.original_foto_schede/abruzzo/1300310587_TE_Notaresco_EDANN_casa/1300310587_TE_Notaresco_EDANN_casa.pdf,1300310587,3231,b9b9d1fe-38f2-4d25-a6df-312e0d57cc0e,b9b9d1fe-38f2-4d25-a6df-312e0d57cc0e.png,1.output_png_schede/b9b9d1fe-38f2-4d25-a6df-312e0d57cc0e.png,already_exists,9,TE_NOTARESCO_CASA_FORCELLA_ANNESSO_2_PROSPETTO_SUD.JPG,0.original_foto_schede/abruzzo/1300310587_TE_Notaresco_EDANN_casa/TE_NOTARESCO_CASA_FORCELLA_ANNESSO_2_PROSPETTO_SUD.JPG,b9b9d1fe-38f2-4d25-a6df-312e0d57cc0e.jpg,2.output_images_random/b9b9d1fe-38f2-4d25-a6df-312e0d57cc0e.jpg,copied,matched
abruzzo/1300310722_CH_Frisa_EDANN_casolare,CH_Frisa_EDANN_casolare.pdf,0.original_foto_schede/abruzzo/1300310722_CH_Frisa_EDANN_casolare/CH_Frisa_EDANN_casolare.pdf,1300310722,31400,aa81d643-2cb8-4036-a835-1d00ef8e5160,aa81d643-2cb8-4036-a835-1d00ef8e5160.png,1.output_png_schede/aa81d643-2cb8-4036-a835-1d00ef8e5160.png,already_exists,8,5_CH_Frisa_Contrada_Santa_maria_del_Popolo (2)_prospetto_sud_dettaglio_pozzo.jpg,0.original_foto_schede/abruzzo/1300310722_CH_Frisa_EDANN_casolare/5_CH_Frisa_Contrada_Santa_maria_del_Popolo (2)_prospetto_sud_dettaglio_pozzo.jpg,aa81d643-2cb8-4036-a835-1d00ef8e5160.jpg,2.output_images_random/aa81d643-2cb8-4036-a835-1d00ef8e5160.jpg,copied,matched
abruzzo/1300310736_AQ_Castel di Sangro_EDSING_Masseria S Angelo,1300310736_AQ_Castel di Sangro_EDSING_Masseria S Angelo.pdf,0.original_foto_schede/abruzzo/1300310736_AQ_Castel di Sangro_EDSING_Masseria S Angelo/1300310736_AQ_Castel di Sangro_EDSING_Masseria S Angelo.pdf,1300310736,28781,1ae4dac2-d3d3-455b-8d3d-3cb557f2f7ae,1ae4dac2-d3d3-455b-8d3d-3cb557f2f7ae.png,1.output_png_schede/1ae4dac2-d3d3-455b-8d3d-3cb557f2f7ae.png,already_exists,3,AQ_Castel_di_Sangro_masseria_s.angelo_contesto.jpg,0.original_foto_schede/abruzzo/1300310736_AQ_Castel di Sangro_EDSING_Masseria S Angelo/AQ_Castel_di_Sangro_masseria_s.angelo_contesto.jpg,1ae4dac2-d3d3-455b-8d3d-3cb557f2f7ae.jpg,2.output_images_random/1ae4dac2-d3d3-455b-8d3d-3cb557f2f7ae.jpg,copied,matched
abruzzo/1300310738_AQ_Castel di Sangro_EDANN_Masseria D_Amico,1300310738_AQ_Castel di Sangro_EDANN_Masseria D_Amico.pdf,0.original_foto_schede/abruzzo/1300310738_AQ_Castel di Sangro_EDANN_Masseria D_Amico/1300310738_AQ_Castel di Sangro_EDANN_Masseria D_Amico.pdf,1300310738,33310,3e2be11e-aa89-43c5-b790-b1df4abccc14,3e2be11e-aa89-43c5-b790-b1df4abccc14.png,1.output_png_schede/3e2be11e-aa89-43c5-b790-b1df4abccc14.png,already_exists,5,AQ_Castel_di_Sangro_masseria_d_amico_contesto.jpg,0.original_foto_schede/abruzzo/1300310738_AQ_Castel di Sangro_EDANN_Masseria D_Amico/AQ_Castel_di_Sangro_masseria_d_amico_contesto.jpg,3e2be11e-aa89-43c5-b790-b1df4abccc14.jpg,2.output_images_random/3e2be11e-aa89-43c5-b790-b1df4abccc14.jpg,copied,matched
abruzzo/1300310867_TE_EDANN_casa con torre_Mezzanotte,1300310867_TE_EDANN_casa con torre_Mezzanotte.pdf,0.original_foto_schede/abruzzo/1300310867_TE_EDANN_casa con torre_Mezzanotte/1300310867_TE_EDANN_casa con torre_Mezzanotte.pdf,1300310867,2393,210af39e-67b3-47fd-9c37-2d6d1344fa96,210af39e-67b3-47fd-9c37-2d6d1344fa96.png,1.output_png_schede/210af39e-67b3-47fd-9c37-2d6d1344fa96.png,already_exists,4,TE_Teramo_Casa_Mezzanotte_prospetto_ovest.jpg,0.original_foto_schede/abruzzo/1300310867_TE_EDANN_casa con torre_Mezzanotte/TE_Teramo_Casa_Mezzanotte_prospetto_ovest.jpg,210af39e-67b3-47fd-9c37-2d6d1344fa96.jpg,2.output_images_random/210af39e-67b3-47fd-9c37-2d6d1344fa96.jpg,copied,matched
abruzzo/1300311099_Martinsicuro_EDANN_scala esterna_casale degli orti,1300311099_EDANN_scala esterna_casale degli orti.pdf,0.original_foto_schede/abruzzo/1300311099_Martinsicuro_EDANN_scala esterna_casale degli orti/1300311099_EDANN_scala esterna_casale degli orti.pdf,1300311099,35334,998a10e8-a7a7-4e2d-a134-3db547a17257,998a10e8-a7a7-4e2d-a134-3db547a17257.png,1.output_png_schede/998a10e8-a7a7-4e2d-a134-3db547a17257.png,already_exists,2,TE_Martinsicuro_Casale_degli_orti_F.ne_Villa_Rosa_Via_degli_orti_contesto.jpg,0.original_foto_schede/abruzzo/1300311099_Martinsicuro_EDANN_scala esterna_casale degli orti/TE_Martinsicuro_Casale_degli_orti_F.ne_Villa_Rosa_Via_degli_orti_contesto.jpg,998a10e8-a7a7-4e2d-a134-3db547a17257.jpg,2.output_images_random/998a10e8-a7a7-4e2d-a134-3db547a17257.jpg,copied,matched
abruzzo/1300311422_TE_Campli_COM_casa a edifici affiancati_Paganni sup3,1300311422_TE_Campli_COM_casa a edifici affiancati_Paganni sup3.pdf,0.original_foto_schede/abruzzo/1300311422_TE_Campli_COM_casa a edifici affiancati_Paganni sup3/1300311422_TE_Campli_COM_casa a edifici affiancati_Paganni sup3.pdf,1300311422,3520,99a42f4a-6d27-4231-afee-c294586f37c8,99a42f4a-6d27-4231-afee-c294586f37c8.png,1.output_png_schede/99a42f4a-6d27-4231-afee-c294586f37c8.png,already_exists,6,TE_Campli_Pagannoni Superiore (3)_Contesto.JPG,0.original_foto_schede/abruzzo/1300311422_TE_Campli_COM_casa a edifici affiancati_Paganni sup3/TE_Campli_Pagannoni Superiore (3)_Contesto.JPG,99a42f4a-6d27-4231-afee-c294586f37c8.jpg,2.output_images_random/99a42f4a-6d27-4231-afee-c294586f37c8.jpg,copied,matched
abruzzo/1300311545_CH_Celenza sul Trigno_EDANN_scalaest_Masseria La Pezza,CH_Celenza sul Trigno_EDANN_scalaest_Masseria La Pezza.pdf,0.original_foto_schede/abruzzo/1300311545_CH_Celenza sul Trigno_EDANN_scalaest_Masseria La Pezza/CH_Celenza sul Trigno_EDANN_scalaest_Masseria La Pezza.pdf,1300311545,35150,8ab1f17e-961d-47da-a964-2d246cc6fc5b,8ab1f17e-961d-47da-a964-2d246cc6fc5b.png,1.output_png_schede/8ab1f17e-961d-47da-a964-2d246cc6fc5b.png,already_exists,5,CH_CelenzaSulTrigno_MassLaPezza_est_pozzo.jpg,0.original_foto_schede/abruzzo/1300311545_CH_Celenza sul Trigno_EDANN_scalaest_Masseria La Pezza/CH_CelenzaSulTrigno_MassLaPezza_est_pozzo.jpg,8ab1f17e-961d-47da-a964-2d246cc6fc5b.jpg,2.output_images_random/8ab1f17e-961d-47da-a964-2d246cc6fc5b.jpg,copied,matched
abruzzo/1300311639_CH_Ripa Teatina_casa con torre_Casale De Matteis,1300311639_CH_Ripa Teatina_casa con torre_Casale De Matteis.pdf,0.original_foto_schede/abruzzo/1300311639_CH_Ripa Teatina_casa con torre_Casale De Matteis/1300311639_CH_Ripa Teatina_casa con torre_Casale De Matteis.pdf,1300311639,34319,8b5147ba-f00d-47ca-8b2c-84b64febe89e,8b5147ba-f00d-47ca-8b2c-84b64febe89e.png,1.output_png_schede/8b5147ba-f00d-47ca-8b2c-84b64febe89e.png,already_exists,7,CH_Ripa T._Casale De Matteis_annesso_prospetto S-E.jpg,0.original_foto_schede/abruzzo/1300311639_CH_Ripa Teatina_casa con torre_Casale De Matteis/CH_Ripa T._Casale De Matteis_annesso_prospetto S-E.jpg,8b5147ba-f00d-47ca-8b2c-84b64febe89e.jpg,2.output_images_random/8b5147ba-f00d-47ca-8b2c-84b64febe89e.jpg,copied,matched
abruzzo/1300311644_TE_Atri_COM_Masseria NO è una scala esterna_Masseria Ferretti,TE_Atri_COM_Masseria NO è una scala esterna_Masseria Ferretti.pdf,0.original_foto_schede/abruzzo/1300311644_TE_Atri_COM_Masseria NO è una scala esterna_Masseria Ferretti/TE_Atri_COM_Masseria NO è una scala esterna_Masseria Ferretti.pdf,1300311644,34659,28e139a0-20b2-4cff-a322-eff45fb2892f,28e139a0-20b2-4cff-a322-eff45fb2892f.png,1.output_png_schede/28e139a0-20b2-4cff-a322-eff45fb2892f.png,already_exists,5,TE_Atri_Masseria_Ferretti_parete_sudest.jpg,0.original_foto_schede/abruzzo/1300311644_TE_Atri_COM_Masseria NO è una scala esterna_Masseria Ferretti/TE_Atri_Masseria_Ferretti_parete_sudest.jpg,28e139a0-20b2-4cff-a322-eff45fb2892f.jpg,2.output_images_random/28e139a0-20b2-4cff-a322-eff45fb2892f.jpg,copied,matched
abruzzo/1300311790_Montazzoli_EDANN_casolare_Masseria Baronessa,1300311790_Montazzoli_EDANN_casolare_Masseria Baronessa.pdf,0.original_foto_schede/abruzzo/1300311790_Montazzoli_EDANN_casolare_Masseria Baronessa/1300311790_Montazzoli_EDANN_casolare_Masseria Baronessa.pdf,1300311790,39674,0a88637e-305b-4658-af0f-cb04a4db9cbf,0a88637e-305b-4658-af0f-cb04a4db9cbf.png,1.output_png_schede/0a88637e-305b-4658-af0f-cb04a4db9cbf.png,already_exists,5,2_CH_Montazzoli_Masseria_Baronessa_prospetto_nord.jpg,0.original_foto_schede/abruzzo/1300311790_Montazzoli_EDANN_casolare_Masseria Baronessa/2_CH_Montazzoli_Masseria_Baronessa_prospetto_nord.jpg,0a88637e-305b-4658-af0f-cb04a4db9cbf.jpg,2.output_images_random/0a88637e-305b-4658-af0f-cb04a4db9cbf.jpg,copied,matched
abruzzo/1300311799_Vicoli_EDSING_casa con torre_Contrada De Contra,13_00311799_Vicoli_EDSING_casa con torre_Contrada De Contra.pdf,0.original_foto_schede/abruzzo/1300311799_Vicoli_EDSING_casa con torre_Contrada De Contra/13_00311799_Vicoli_EDSING_casa con torre_Contrada De Contra.pdf,1300311799,39783,5b28f6a0-2693-4d86-a73f-2b3b50a1ca96,5b28f6a0-2693-4d86-a73f-2b3b50a1ca96.png,1.output_png_schede/5b28f6a0-2693-4d86-a73f-2b3b50a1ca96.png,already_exists,7,1_PE_Vicoli_Contrada_De_Contra_prospetto_SO_contesto.jpg,0.original_foto_schede/abruzzo/1300311799_Vicoli_EDSING_casa con torre_Contrada De Contra/1_PE_Vicoli_Contrada_De_Contra_prospetto_SO_contesto.jpg,5b28f6a0-2693-4d86-a73f-2b3b50a1ca96.jpg,2.output_images_random/5b28f6a0-2693-4d86-a73f-2b3b50a1ca96.jpg,copied,matched
abruzzo/1300312018_CH_Casa in località Colle Marcone_EDSING_casa di terra,1300312018_CH_Casa in località Colle Marcone_EDSING_casa di terra.pdf,0.original_foto_schede/abruzzo/1300312018_CH_Casa in località Colle Marcone_EDSING_casa di terra/1300312018_CH_Casa in località Colle Marcone_EDSING_casa di terra.pdf,1300312018,34593,5f24727e-8706-4d4f-8a41-54b801ea099a,5f24727e-8706-4d4f-8a41-54b801ea099a.png,1.output_png_schede/5f24727e-8706-4d4f-8a41-54b801ea099a.png,already_exists,4,CH_Chieti_Casa_in_località_Colle_Marcone_contesto.jpg,0.original_foto_schede/abruzzo/1300312018_CH_Casa in località Colle Marcone_EDSING_casa di terra/CH_Chieti_Casa_in_località_Colle_Marcone_contesto.jpg,5f24727e-8706-4d4f-8a41-54b801ea099a.jpg,2.output_images_random/5f24727e-8706-4d4f-8a41-54b801ea099a.jpg,copied,matched
basilicata/1700223823_PZ_Roccanova_edificio singolo_casa a scala esterna,download (13).pdf,0.original_foto_schede/basilicata/1700223823_PZ_Roccanova_edificio singolo_casa a scala esterna/download (13).pdf,1700223823,654,55c5a507-edae-4a4f-8083-eb192b22fa49,55c5a507-edae-4a4f-8083-eb192b22fa49.png,1.output_png_schede/55c5a507-edae-4a4f-8083-eb192b22fa49.png,already_exists,6,Potenza_Roccanova_Masseria Picone_eidotipo.jpg,0.original_foto_schede/basilicata/1700223823_PZ_Roccanova_edificio singolo_casa a scala esterna/Potenza_Roccanova_Masseria Picone_eidotipo.jpg,55c5a507-edae-4a4f-8083-eb192b22fa49.jpg,2.output_images_random/55c5a507-edae-4a4f-8083-eb192b22fa49.jpg,copied,matched
basilicata/1700223900_MT_Matera_complesso_masseria,download (13).pdf,0.original_foto_schede/basilicata/1700223900_MT_Matera_complesso_masseria/download (13).pdf,,,,,,,0,,,,,,no_matching_iccd_code
basilicata/1700223921_PZ_Senise_edificio singolo_casa a padiglione,download.pdf,0.original_foto_schede/basilicata/1700223921_PZ_Senise_edificio singolo_casa a padiglione/download.pdf,1700223921,1349,f349f760-6055-4d07-8b2d-50187ac7f4a1,f349f760-6055-4d07-8b2d-50187ac7f4a1.png,1.output_png_schede/f349f760-6055-4d07-8b2d-50187ac7f4a1.png,already_exists,5,PT_Senise_Masseria_Tufarelli_Eidotipo.jpg,0.original_foto_schede/basilicata/1700223921_PZ_Senise_edificio singolo_casa a padiglione/PT_Senise_Masseria_Tufarelli_Eidotipo.jpg,f349f760-6055-4d07-8b2d-50187ac7f4a1.jpg,2.output_images_random/f349f760-6055-4d07-8b2d-50187ac7f4a1.jpg,copied,matched
basilicata/1700223927_MT_Matera_complesso_masseria,download (13).pdf,0.original_foto_schede/basilicata/1700223927_MT_Matera_complesso_masseria/download (13).pdf,1700223927,1406,60511cf4-8309-4244-91d9-a1e0c0cafcdd,60511cf4-8309-4244-91d9-a1e0c0cafcdd.png,1.output_png_schede/60511cf4-8309-4244-91d9-a1e0c0cafcdd.png,already_exists,7,MT_Matera_Masseria Castiglione_Prospetto Nord (2).JPG,0.original_foto_schede/basilicata/1700223927_MT_Matera_complesso_masseria/MT_Matera_Masseria Castiglione_Prospetto Nord (2).JPG,60511cf4-8309-4244-91d9-a1e0c0cafcdd.jpg,2.output_images_random/60511cf4-8309-4244-91d9-a1e0c0cafcdd.jpg,copied,matched
basilicata/1700223942_PZ_Senise_edificio singolo_casa di pendio,download.pdf,0.original_foto_schede/basilicata/1700223942_PZ_Senise_edificio singolo_casa di pendio/download.pdf,1700223942,1331,db7c58dc-d2f5-4592-b7d2-516f859bff20,db7c58dc-d2f5-4592-b7d2-516f859bff20.png,1.output_png_schede/db7c58dc-d2f5-4592-b7d2-516f859bff20.png,already_exists,7,PT_Senise_Masseria_Panza_Prospetto_Nord-Ovest.JPG,0.original_foto_schede/basilicata/1700223942_PZ_Senise_edificio singolo_casa di pendio/PT_Senise_Masseria_Panza_Prospetto_Nord-Ovest.JPG,db7c58dc-d2f5-4592-b7d2-516f859bff20.jpg,2.output_images_random/db7c58dc-d2f5-4592-b7d2-516f859bff20.jpg,copied,matched
basilicata/1700223963_MT_S.Giorgio Lucano_edificio singolo_casa di pendio,download (13).pdf,0.original_foto_schede/basilicata/1700223963_MT_S.Giorgio Lucano_edificio singolo_casa di pendio/download (13).pdf,1700223963,1437,05d3a360-1671-43f6-8beb-4babef434277,05d3a360-1671-43f6-8beb-4babef434277.png,1.output_png_schede/05d3a360-1671-43f6-8beb-4babef434277.png,already_exists,7,MT_San giorgio Lucano_Masseria_Recinzione.JPG,0.original_foto_schede/basilicata/1700223963_MT_S.Giorgio Lucano_edificio singolo_casa di pendio/MT_San giorgio Lucano_Masseria_Recinzione.JPG,05d3a360-1671-43f6-8beb-4babef434277.jpg,2.output_images_random/05d3a360-1671-43f6-8beb-4babef434277.jpg,copied,matched
basilicata/1700223985_PZ_S.Arcangelo_edificio con annessi_casa con torre,download (2).pdf,0.original_foto_schede/basilicata/1700223985_PZ_S.Arcangelo_edificio con annessi_casa con torre/download (2).pdf,1700223985,1395,dbb213a4-c091-4685-bb2d-27d192028206,dbb213a4-c091-4685-bb2d-27d192028206.png,1.output_png_schede/dbb213a4-c091-4685-bb2d-27d192028206.png,already_exists,10,PZ_Sant_Arcangelo_Masseria_D_Amore_ Prospetto_SO.JPG,0.original_foto_schede/basilicata/1700223985_PZ_S.Arcangelo_edificio con annessi_casa con torre/PZ_Sant_Arcangelo_Masseria_D_Amore_ Prospetto_SO.JPG,dbb213a4-c091-4685-bb2d-27d192028206.jpg,2.output_images_random/dbb213a4-c091-4685-bb2d-27d192028206.jpg,copied,matched
basilicata/1700224712_PZ_Satriano di Lucania_edificio singolo_casolare,download (6).pdf,0.original_foto_schede/basilicata/1700224712_PZ_Satriano di Lucania_edificio singolo_casolare/download (6).pdf,1700224712,5553,b531c252-b640-4bcd-92ad-29f15f20334f,b531c252-b640-4bcd-92ad-29f15f20334f.png,1.output_png_schede/b531c252-b640-4bcd-92ad-29f15f20334f.png,already_exists,8,PZ_Satriano_Torre_eidotipo.jpg,0.original_foto_schede/basilicata/1700224712_PZ_Satriano di Lucania_edificio singolo_casolare/PZ_Satriano_Torre_eidotipo.jpg,b531c252-b640-4bcd-92ad-29f15f20334f.jpg,2.output_images_random/b531c252-b640-4bcd-92ad-29f15f20334f.jpg,copied,matched
basilicata/1700224713_PZ_Satriano_edificio singolo_casa a scala esterna,download (13).pdf,0.original_foto_schede/basilicata/1700224713_PZ_Satriano_edificio singolo_casa a scala esterna/download (13).pdf,1700224713,5319,e38b93a0-926d-4307-a4f9-f1d6bd77a877,e38b93a0-926d-4307-a4f9-f1d6bd77a877.png,1.output_png_schede/e38b93a0-926d-4307-a4f9-f1d6bd77a877.png,already_exists,7,PZ_Satriano_Policeta_02_ortofoto.jpg,0.original_foto_schede/basilicata/1700224713_PZ_Satriano_edificio singolo_casa a scala esterna/PZ_Satriano_Policeta_02_ortofoto.jpg,e38b93a0-926d-4307-a4f9-f1d6bd77a877.jpg,2.output_images_random/e38b93a0-926d-4307-a4f9-f1d6bd77a877.jpg,copied,matched
basilicata/1700224722_PZ_Satriano di Lucania_edificio con annessi_casa con torre,download (6).pdf,0.original_foto_schede/basilicata/1700224722_PZ_Satriano di Lucania_edificio con annessi_casa con torre/download (6).pdf,1700224722,24541,79a617d8-85a3-42d6-9c31-eda77ab525b2,79a617d8-85a3-42d6-9c31-eda77ab525b2.png,1.output_png_schede/79a617d8-85a3-42d6-9c31-eda77ab525b2.png,already_exists,10,PZ_Satriano_Vito_annesso_NE.jpg,0.original_foto_schede/basilicata/1700224722_PZ_Satriano di Lucania_edificio con annessi_casa con torre/PZ_Satriano_Vito_annesso_NE.jpg,79a617d8-85a3-42d6-9c31-eda77ab525b2.jpg,2.output_images_random/79a617d8-85a3-42d6-9c31-eda77ab525b2.jpg,copied,matched
basilicata/1700224729_PZ_Satriano di Lucania_complesso_insediamento rurale,download (6).pdf,0.original_foto_schede/basilicata/1700224729_PZ_Satriano di Lucania_complesso_insediamento rurale/download (6).pdf,1700224729,24571,3ad076d5-1819-4cb6-a0dc-0b80337dca35,3ad076d5-1819-4cb6-a0dc-0b80337dca35.png,1.output_png_schede/3ad076d5-1819-4cb6-a0dc-0b80337dca35.png,already_exists,8,PZ_Satriano_SP12_edificio2_NO.jpg,0.original_foto_schede/basilicata/1700224729_PZ_Satriano di Lucania_complesso_insediamento rurale/PZ_Satriano_SP12_edificio2_NO.jpg,3ad076d5-1819-4cb6-a0dc-0b80337dca35.jpg,2.output_images_random/3ad076d5-1819-4cb6-a0dc-0b80337dca35.jpg,copied,matched
basilicata/1700224740_PZ_Savoia di Lucania_edificio singolo_casa a scala esterna,download (13).pdf,0.original_foto_schede/basilicata/1700224740_PZ_Savoia di Lucania_edificio singolo_casa a scala esterna/download (13).pdf,1700224740,5696,7682d9c6-b05c-4d56-8b44-fd281309784a,7682d9c6-b05c-4d56-8b44-fd281309784a.png,1.output_png_schede/7682d9c6-b05c-4d56-8b44-fd281309784a.png,already_exists,8,PZ_Savoia_S_Biase_prospetto_laterale_NE.jpg,0.original_foto_schede/basilicata/1700224740_PZ_Savoia di Lucania_edificio singolo_casa a scala esterna/PZ_Savoia_S_Biase_prospetto_laterale_NE.jpg,7682d9c6-b05c-4d56-8b44-fd281309784a.jpg,2.output_images_random/7682d9c6-b05c-4d56-8b44-fd281309784a.jpg,copied,matched
basilicata/1700224768_PZ_Marsico Nuovo_complesso_masseria,download (13).pdf,0.original_foto_schede/basilicata/1700224768_PZ_Marsico Nuovo_complesso_masseria/download (13).pdf,1700224768,1277,2b0f3bae-705b-460b-9f44-11a84848197a,2b0f3bae-705b-460b-9f44-11a84848197a.png,1.output_png_schede/2b0f3bae-705b-460b-9f44-11a84848197a.png,already_exists,10,PZ_Marsico_Romagnano_prospetto_laterale_NO.jpg,0.original_foto_schede/basilicata/1700224768_PZ_Marsico Nuovo_complesso_masseria/PZ_Marsico_Romagnano_prospetto_laterale_NO.jpg,2b0f3bae-705b-460b-9f44-11a84848197a.jpg,2.output_images_random/2b0f3bae-705b-460b-9f44-11a84848197a.jpg,copied,matched
basilicata/1700224770_PZ_Marsico Nuovo_complesso_masseria,download (13).pdf,0.original_foto_schede/basilicata/1700224770_PZ_Marsico Nuovo_complesso_masseria/download (13).pdf,1700224770,47,9a47df01-c4d6-4117-81f8-bb30a1ddd8a4,9a47df01-c4d6-4117-81f8-bb30a1ddd8a4.png,1.output_png_schede/9a47df01-c4d6-4117-81f8-bb30a1ddd8a4.png,already_exists,10,PZ_Marsico_Russo_prospetto d_insieme_ovest.jpg,0.original_foto_schede/basilicata/1700224770_PZ_Marsico Nuovo_complesso_masseria/PZ_Marsico_Russo_prospetto d_insieme_ovest.jpg,9a47df01-c4d6-4117-81f8-bb30a1ddd8a4.jpg,2.output_images_random/9a47df01-c4d6-4117-81f8-bb30a1ddd8a4.jpg,copied,matched
basilicata/1700224774_PZ_Marsico Nuovo_complesso_masseria,download (13).pdf,0.original_foto_schede/basilicata/1700224774_PZ_Marsico Nuovo_complesso_masseria/download (13).pdf,1700224774,1226,903abca8-2373-4d79-81c5-c64d39dd1113,903abca8-2373-4d79-81c5-c64d39dd1113.png,1.output_png_schede/903abca8-2373-4d79-81c5-c64d39dd1113.png,already_exists,10,PZ_Marsico_Capodacqua_catastale.jpg,0.original_foto_schede/basilicata/1700224774_PZ_Marsico Nuovo_complesso_masseria/PZ_Marsico_Capodacqua_catastale.jpg,903abca8-2373-4d79-81c5-c64d39dd1113.jpg,2.output_images_random/903abca8-2373-4d79-81c5-c64d39dd1113.jpg,copied,matched
